Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_USD,sector,bif_indus
2016-05-09,Locus,Technology,"Logistics Intelligence platform",Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat","Private Funding",2750000,Technology,Technology
2016-05-09,TokoInnovations,"Consumer Internet","Childrens Entertainment Portal",Bangalore,"Roopak Saluja, Vishal Khare","Seed Funding",450000,Other,"Childrens Entertainment Portal"
2016-05-09,Rentickle,eCommerce,"Furniture, appliances Portal",Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta","Seed Funding",250000,E-Commerce,eCommerce
2016-05-10,HealthifyMe,"Consumer Internet","Health & Fitness App",Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures","Private Funding",6000000,Healthcare,"Health & Fitness App"
2016-05-10,Zarget,"Consumer Internet","Conversion Rate Optimization Platform",Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham","Private Funding",1500000,Technology,"Conversion Rate Optimization Platform"
2016-05-10,InnoNanoResearch,Technology,"Clean Water Technology",Chennai,NanoHoldings,"Private Funding",18000000,Technology,Technology
2016-05-10,SchoolWear,eCommerce,"School Uniform & Supplies Marketplace",Mumbai,"Undisclosed investors","Seed Funding",1500000,E-Commerce,eCommerce
2016-05-10,Swiggy,"Consumer Internet","Food Delivery Platform",Bangalore,"Norwest Venture Partners, DST Global, Accel Partners","Private Funding",7000000,"Food and Beverages","Food Delivery Platform"
2016-05-11,Zenify,"Consumer Internet","Home rental Discovery & Booking Portal",Bangalore,"Undisclosed Investors","Private Funding",900000,Other,"Home rental Discovery & Booking Portal"
2016-05-11,FractalAnalytics,Technology,"Data Analytics Company",Mumbai,"Khazanah Nasional Berhad","Private Funding",100000000,Technology,Technology
2016-05-12,Unacademy,"Consumer Internet","Free Online Education Platform",Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama","Seed Funding",500000,Education,"Free Online Education Platform"
2016-05-12,CapitalFloat,"Consumer Internet","Online Lending Platform",Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures","Private Funding",25000000,Technology,"Online Lending Platform"
2016-05-12,LifeCircle,Healthcare,"Senior Healthcare Services",Hyderabad,"GROUPE SOS","Private Funding",150000,Healthcare,Healthcare
2016-05-13,StayZilla,"Consumer Internet","Budget Room Aggregator Booking platform",Chennai,"Matrix Partners, Nexus Ventures","Private Funding",13500000,Technology,"Budget Room Aggregator Booking platform"
2016-05-13,WoWExpress,Logistics,"E Commerce Logistics Solutions",Mumbai,"Undisclosed Investors & Tamarind Family Private Trust","Private Funding",2200000,"Transportation and Logistics",Logistics
2016-05-16,Smartivity,eCommerce,"Smart Learning products",Delhi,"S Chand, AdvantEdge Partners","Private Funding",1000000,E-Commerce,eCommerce
2016-05-18,TheSmartQ,"Consumer Internet","Food Ordering Mobile App",Bangalore,"YourNest Angel Fund","Seed Funding",250000,"Food and Beverages","Food Ordering Mobile App"
2016-05-18,PurpleHealth,"Consumer Internet","Online health on demand platform",Trivandrum,"Katabole Technology Venture","Seed Funding",100000,Healthcare,"Online health on demand platform"
2016-05-18,EduPristine,Education,"Online Certification Courses",Mumbai,"Kaizen Management Advisors, DeVry Inc","Private Funding",10000000,Education,Education
2016-05-18,BhiveWorkspace,Reality,"Co Working Spaces",Bangalore,"Blume Ventures","Private Funding",1000000,Other,Reality
2016-05-19,Appie,"Consumer Internet","Location based offline retail discovery platform",Mumbai,"Undisclosed investors","Seed Funding",1000000,E-Commerce,"Location based offline retail discovery platform"
2016-05-19,TaxiVaxi,"Consumer Internet","Cab Aggregating Platform",Delhi,"Undisclosed HNIs","Seed Funding",500000,"Transportation and Logistics","Cab Aggregating Platform"
2016-05-19,Veqta,"Consumer Internet","On Demand Digital Sports Network",Delhi,"Chatsworth Management, ITW Digital","Seed Funding",500000,Services,"On Demand Digital Sports Network"
2016-05-20,i2ifunding,"Consumer Internet","Online Peer to Peer Funding",Noida,"Undisclosed Investors","Seed Funding",300000,Technology,"Online Peer to Peer Funding"
2016-05-23,Hoppingo,"Consumer Internet","Fashion Discovery platform",Delhi,vCommission,"Seed Funding",89000,Fashion,"Fashion Discovery platform"
2016-05-24,Goalwise,"Consumer Internet","Online investment platform",Bangalore,"Undisclosed HNIs","Seed Funding",1000000,Finance,"Online investment platform"
2016-05-25,AddressHealth,Healthcare,"Pediatric Primary Healthcare Network",Bangalore,"Gray Matters Capital","Private Funding",1500000,Healthcare,Healthcare
2016-05-25,ArcatronMobility,Technology,"Mobility Devices for differently abled",Pune,"Sudhir Mehta","Seed Funding",100000,Technology,Technology
2016-05-26,Cleartax,"Consumer Internet","Online Income Tax Filing platform",Bangalore,"FF Angel, Sequoia Capital","Private Funding",2000000,Technology,"Online Income Tax Filing platform"
2016-05-26,mChamp,"Consumer Internet","Celebrity Entertainment Contest App",Delhi,"MoMagic Technologies","Seed Funding",475000,Education,"Celebrity Entertainment Contest App"
2016-05-30,Vahanalytics,Technology,"Safe driving Analytics platform",Mumbai,"Anirudh Damani, Vikram Lakhotia","Seed Funding",200000,Technology,Technology
2016-05-31,Koovs,eCommerce,"Apparel & Lifestyle eTailer",Delhi,"HT Media Ltd","Private Funding",4400000,E-Commerce,eCommerce
2016-05-31,CCavenue,"Consumer Internet","Payment Gateway",Mumbai,"NSI Infinium Global Pvt. Ltd","Private Funding",8900000,Finance,"Payment Gateway"
2016-05-31,MachaDalo,"Consumer Internet","Hyperlocal Advertising Platform",Mumbai,"Undisclosed Investors","Seed Funding",175000,"Advertisement and Marketing","Hyperlocal Advertising Platform"
2016-04-01,DilMil,"Consumer Internet","Matchmaking Mobile App","SFO / Bangalore","Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors","Private Funding",2700000,Technology,"Matchmaking Mobile App"
2016-04-04,Hungama,"Consumer Internet","Digital Media Entertainment Portal",Mumbai,"Xiaomi Inc","Private Funding",25000000,Other,"Digital Media Entertainment Portal"
2016-04-06,Shipsy,Logistics,"Logistics Solutions",Gurugram,"DTDC Express Ltd","Private Funding",1000000,"Transportation and Logistics",Logistics
2016-04-06,gear6,"Consumer Internet","Online bike service and repairs platform",Bangalore,Ninestarter,"Seed Funding",500000,"Transportation and Logistics","Online bike service and repairs platform"
2016-04-06,MyGlamm,"Consumer Internet","Mobile based on demand Beauty Services platform",Mumbai,LOccitane,"Private Funding",6000000,Technology,"Mobile based on demand Beauty Services platform"
2016-04-06,Petoo,"Consumer Internet","Online Food Delivery Platform",Bangalore,"Axilor Ventures","Private Funding",1000000,"Food and Beverages","Online Food Delivery Platform"
2016-04-08,imedilane,"Consumer Internet","Online Health Diagnosis platform",Delhi,"Mahendra Patel, Nilender Chauhan","Seed Funding",40000,Healthcare,"Online Health Diagnosis platform"
2016-04-11,LivingLocal,"Consumer Internet","Social discovery platform",Mumbai,"Rattan Chadha","Seed Funding",200000,Technology,"Social discovery platform"
2016-04-11,OyoRooms,"Consumer Internet","Online Branded Budget Room Booking Service",Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery","Private Funding",100000000,Technology,"Online Branded Budget Room Booking Service"
2016-04-11,PriceRaja,"Consumer Internet","Price Comparison Portal",Gurugram,"Prashant Puri","Seed Funding",300000,Other,"Price Comparison Portal"
2016-04-12,MagicX,"Consumer Internet","On Demand Task Management App",Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai","Seed Funding",1000000,Technology,"On Demand Task Management App"
2016-04-13,Legalraasta,"Consumer Internet","Online legal Services for Startups",Delhi,"Pravin Khandelwal, Yatin Kumar Jain","Seed Funding",1000000,Technology,"Online legal Services for Startups"
2016-04-13,RainCan,"Consumer Internet","Subscription based grocery delivery Mobile App",Pune,"Dr. Aniruddha Malpani","Seed Funding",150000,"Food and Beverages","Subscription based grocery delivery Mobile App"
2016-04-13,Hippily,eCommerce,"Fashion ECommerce App",Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur","Seed Funding",250000,E-Commerce,eCommerce
2016-04-13,kredX,eCommerce,"Invoice discounting Marketplace",Bangalore,"Prime Venture Partners","Seed Funding",750000,E-Commerce,eCommerce
2016-04-14,BeaconsTalk,Technology,"contextual mobile advertising",Mumbai,"Rajeev Agrawal, Prashant Gooty","Seed Funding",100000,Technology,Technology
2016-04-15,RenewBuy,"Consumer Internet","Online Car & Bike Insurance Comparison portal",Delhi,"Mount Nathan Advisors","Seed Funding",1000000,Automotive,"Online Car & Bike Insurance Comparison portal"
2016-04-15,Vyomo,"Consumer Internet","On Demand Beauty Service provider",Delhi,"Naturals Salon Chain","Private Funding",15000000,Services,"On Demand Beauty Service provider"
2016-04-15,NestAway,"Consumer Internet","Furnished Home Rental Platform",Bangalore,"Tiger Global","Private Funding",30000000,Technology,"Furnished Home Rental Platform"
2016-04-15,Tapchief,"Consumer Internet","Expert Advice Platform",Bangalore,"Vijay Shekhar Sharma","Seed Funding",150000,Technology,"Expert Advice Platform"
2016-04-18,Jugnoo,"Consumer Internet","On demand Delivery & Logistics platform",Chandigarh,"Paytm & existing investors","Private Funding",10000000,E-Commerce,"On demand Delivery & Logistics platform"
2016-04-19,Betaout,eCommerce,"customer intelligence and marketing automation platform",Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels","Private Funding",1500000,E-Commerce,eCommerce
2016-04-19,DriversCart,"Consumer Internet","on demand chauffeur provider",Chennai,"ah! Ventures","Seed Funding",450000,Services,"on demand chauffeur provider"
2016-04-19,CollegeDekho,"Consumer Internet","College & Student information platform",Delhi,"Man Capital","Private Funding",2000000,Technology,"College & Student information platform"
2016-04-20,1mg,eCommerce,"Online Pharmacy",Gurugram,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network","Private Funding",15000000,E-Commerce,eCommerce
2016-04-22,Licious,eCommerce,"Mobile based Meat ordering App",Bangalore,"Mayfield India II Management Ltd","Private Funding",3000000,E-Commerce,eCommerce
2016-04-22,TOKOInnovationStudios,"Consumer Internet","Childrens Entertainment Games & Products",Delhi,"Indian Angel network","Seed Funding",450000,"Online Gaming","Childrens Entertainment Games & Products"
2016-04-25,Commut,"Consumer Internet","Shuttle Service Provider",Hyderabad,"50K Ventures","Seed Funding",200000,Services,"Shuttle Service Provider"
2016-04-25,Dropkaffe,"Food & Beverage","Ready to Drink Beverage Producer",Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar","Seed Funding",550000,"Food and Beverages","Food & Beverage"
2016-04-26,Transerv,"Consumer Internet","Digital Payments platform",Mumbai,"IDFC SPICE Fund, Micromax Informatics","Private Funding",15000000,Finance,"Digital Payments platform"
2016-04-26,ClearTax,"Consumer Internet","Online filing of Tax returns",Bangalore,"Max Levchin, Scott Banister","Private Funding",1300000,Technology,"Online filing of Tax returns"
2016-04-26,Roposo,eCommerce,"Social Fashion ECommerce Discovery platform",Gurugram,"Bertelsmann India Investments","Private Funding",15000000,E-Commerce,eCommerce
2016-04-27,MilkBasket,"Consumer Internet","Micro Grocery Delivery Platform",Gurugram,"EVC Ventures","Seed Funding",500000,"Food and Beverages","Micro Grocery Delivery Platform"
2016-04-27,ICHR,"Consumer Internet","Mobile based Children health Information app",Delhi,Undisclosed,"Seed Funding",450000,Healthcare,"Mobile based Children health Information app"
2016-04-28,TheWeddingBrigade,"Consumer Internet","Online Wedding Information Portal",Mumbai,"Blume Ventures & Other unnamed Investors","Seed Funding",600000,Technology,"Online Wedding Information Portal"
2016-04-28,DocsApp,"Consumer Internet","Online Doctor Discovery & Chat platform",Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan","Private Funding",1200000,Healthcare,"Online Doctor Discovery & Chat platform"
2016-04-29,ImpactGuru,"Consumer Internet","Online Crowdfunding platform for NGOs & Social Projects",Mumbai,"RB Investments, Fundnel","Seed Funding",500000,Technology,"Online Crowdfunding platform for NGOs & Social Projects"
2016-04-29,LetReach,eCommerce,"ECommerce SAAS Solutions",Delhi,vCommission,"Private Funding",100000,E-Commerce,eCommerce
2016-03-02,MoMark,"Consumer Internet","Mobile Wallet Aggregation platform",Noida,"YourNest Angel Fund","Private Funding",600000,Technology,"Mobile Wallet Aggregation platform"
2016-03-02,Systemantics,Technology,"Industrial robots maker",Bangalore,"Nandan Nilekani, Accel Partners","Private Funding",1400000,Technology,Technology
2016-03-03,ImarticusLearning,Education,"Financial Services & Analytics Education Institute",Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna","Private Funding",1000000,Education,Education
2016-03-03,Shouut,"Consumer Internet","Social Discovery Mobile app",Delhi,"Undisclosed investor","Seed Funding",500000,Technology,"Social Discovery Mobile app"
2016-03-04,Aahaa,ECommerce,"Office Products Super Store",Chennai,"YourNest Angel Fund","Private Funding",1000000,E-Commerce,ECommerce
2016-03-04,FTCash,"Consumer Internet","Mobile Payments Platform",Kolkata,"IvyCap Ventures","Seed Funding",150000,Finance,"Mobile Payments Platform"
2016-03-04,Zappka,"Consumer Internet","Mobile App discovery and review platform",Gurugram,"Daman Soni, Rajat Gupta & Others","Seed Funding",100000,Technology,"Mobile App discovery and review platform"
2016-03-04,medECUBE,Healthcare,"Healthcare related Services provider",Gurugram,"Artiman Ventures","Private Funding",4000000,Healthcare,Healthcare
2016-03-07,NOW,"Consumer Internet","Bike Taxi Service & Hyperlocal Delivery App",Noida,"Ruchirans Jaipuria, Anuj Sanghi","Seed Funding",500000,E-Commerce,"Bike Taxi Service & Hyperlocal Delivery App"
2016-03-07,Ninjacart,ECommerce,"B2B marketplace for Farmers & Retailers",Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart","Private Funding",3000000,E-Commerce,ECommerce
2016-03-07,Reach,"Consumer Internet","Cross Platform P2P file sharing mobile app",Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla","Seed Funding",500000,Technology,"Cross Platform P2P file sharing mobile app"
2016-03-07,VanityCube,"Consumer Internet","Hyperlocal Beauty Services platform",Delhi,"Unicorn Ventures","Seed Funding",250000,Technology,"Hyperlocal Beauty Services platform"
2016-03-07,Medidaili,"Consumer Internet","Medical Support service platform",Bangalore,"Undisclosed private investors","Seed Funding",100000,Healthcare,"Medical Support service platform"
2016-03-08,LoveCycles,"Consumer Internet","Womens health Tracker",Bangalore,"Prime Venture Partners","Seed Funding",750000,Healthcare,"Womens health Tracker"
2016-03-08,Kartrocket,ECommerce,"ECommerce SAAS platform",Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups","Private Funding",8000000,E-Commerce,ECommerce
2016-03-08,dunzo,"Consumer Internet","Daily Task Management App",Bangalore,"Aspada Investment Advisors, Blume Ventures.","Seed Funding",650000,Technology,"Daily Task Management App"
2016-03-09,SmartVizX,Technology,"Virtual Reality Solutions",Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India","Seed Funding",500000,Technology,Technology
2016-03-09,MyGubbi,"Real Estate","Interior Design & Home Dcor Solutions",Bangalore,"Vipul Parekh ajesh K Murthy","Seed Funding",2500000,"Real Estate","Real Estate"
2016-03-09,NukkadShops,"Consumer Internet","Hyperlocal Grocery Delivery Service",Hyderabad,"PurpleTalk Inc","Seed Funding",1000000,"Food and Beverages","Hyperlocal Grocery Delivery Service"
